Crop,Crop_Year,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield,Production,Fertilizer_per_ha,Rainfall_norm
Maize,2010,Whole Year,Gujarat,103.35415488428491,980.0963006477959,8149.987763682108,355.5188695948211,3521.873136815069,364.000221665187,78.85496013979136,0.6533975337651973
Wheat,2009,Rabi,Maharashtra,308.88177002671205,1038.6180631009472,84778.28561049716,8511.690628807266,7659.203212465531,2365.7882452606323,274.46840130178464,0.6924120420672981
Groundnut,2010,Rabi,Bihar,52.12735974319269,696.5646030048044,3806.132563281454,231.94436018694654,1603.5800451537775,83.59039389073614,73.01602425353025,0.46437640200320296
Cotton,2009,Rabi,Madhya Pradesh,116.70869404840907,391.4537297918349,14569.258950670992,1287.5829806866982,1038.2213791673305,121.16946129575729,124.83439275421824,0.2609691531945566
Rice,2012,Whole Year,Maharashtra,237.25537991668116,1303.4611503707258,43775.17834784777,1600.4336521332473,5306.41964810885,1258.976609609407,184.50657836808858,0.8689741002471505
Wheat,2005,Whole Year,Maharashtra,57.26478434808921,1322.835082506193,7308.801132061235,539.7946143286285,3963.471950208647,226.96736649839875,127.6316887466828,0.8818900550041286
Wheat,2020,Whole Year,Andhra Pradesh,1358.1531221148816,1633.4874464636923,171516.422477168,5602.005922324611,2911.3549148785264,3954.065767226776,126.28651341616546,1.088991630975795
Cotton,2015,Rabi,Andhra Pradesh,30.968009154516594,1071.8315979988015,2663.3635403430694,196.06807878125133,1305.4980673866264,40.42867610203277,86.00370553541462,0.7145543986658677
Rice,2011,Whole Year,Maharashtra,188.33023312487705,952.9198315032527,17446.13279833222,773.899906591168,2665.246988976108,501.946586769247,92.63585834762986,0.6352798876688351
Sugarcane,2019,Kharif,Madhya Pradesh,1126.7005339798536,415.5841937950157,268119.33938693785,17493.889466558303,1814.41879491889,2044.3066250981958,237.96859174270352,0.27705612919667716
Soybean,2014,Whole Year,Tamil Nadu,49.93090368219784,1032.2142692258292,4894.077176908008,424.7909070143669,5001.971523513895,249.75295836166865,98.01699580800744,0.6881428461505528
Groundnut,2014,Whole Year,Rajasthan,214.52986928397755,1212.0891613499473,7290.829578671609,785.2767218406589,1568.6544049159318,336.52322443835044,33.98514902845808,0.8080594408999648
Soybean,2020,Whole Year,Madhya Pradesh,286.9851347725761,231.1176120395213,27792.32257735368,1015.2229807705991,880.975022179017,252.8267354713184,96.84237686867633,0.15407840802634754
Sugarcane,2015,Whole Year,Madhya Pradesh,92.93268906396206,1531.060030138677,9383.959989528224,1025.9193636866594,7575.869004998798,704.0458786308609,100.9758792524512,1.020706686759118
Potato,2006,Whole Year,Madhya Pradesh,222.96630709875475,729.5831312065204,22753.034480517388,1342.514694809301,2450.775474818042,546.440357148376,102.04696295409228,0.4863887541376803
Wheat,2019,Kharif,Tamil Nadu,479.9746802502278,961.7548730472898,94812.18402847476,9896.463235095125,5649.553432325314,2711.6426022369196,197.53580330330303,0.6411699153648599
Rice,2018,Kharif,Punjab,139.69076554228118,1318.9967926514144,11630.975548068056,828.7627415943793,4385.602588180467,612.6281829071391,83.26230801954928,0.8793311951009429
Wheat,2013,Whole Year,Punjab,612.2835773989855,1046.7090688793776,826562.5023107862,87798.17750523418,5300.152868911413,3245.196559338576,1349.9668010402459,0.6978060459195851
Maize,2005,Rabi,Madhya Pradesh,392.0059932036409,1681.5125208178897,177252.25883444055,15293.751494467524,9109.15851855959,3570.8447323173586,452.16721659242796,1.1210083472119265
Wheat,2015,Whole Year,Rajasthan,121.5735900209634,1332.9627678531183,53925.3803410907,3821.7787436629146,12000.0,1458.8830802515608,443.56163482374865,0.8886418452354122
Wheat,2020,Whole Year,Bihar,946.6649608315922,983.25055216446,58384.554671109,2992.433983946317,1626.8144163055997,1540.04820569221,61.673936489443356,0.6555003681096401
Sugarcane,2014,Whole Year,Uttar Pradesh,100.57215836838746,200.0,1648.9944284694955,192.75245728705238,596.5825021995453,59.99958989102153,16.39613244084278,0.13333333333333333
Sugarcane,2010,Rabi,Punjab,683.3942777825382,1498.2840019928872,56783.073450504955,5683.404521171056,5176.890994187901,3537.857682131967,83.08977013204345,0.9988560013285914
Sugarcane,2013,Rabi,Gujarat,102.75845756496925,519.199340242474,15024.61318145765,873.2112643233426,3049.2951884256036,313.34087022289725,146.2129107179164,0.34613289349498266
Soybean,2005,Rabi,Andhra Pradesh,167.4545497033756,1433.3392165747962,15003.574055423163,550.2164586332266,4632.9561811255735,775.8095911058535,89.59788839419463,0.9555594777165308
Maize,2008,Kharif,Tamil Nadu,201.30614369359566,1270.585173362917,14111.872865473833,1382.3079294417255,2223.43270463612,447.59066353251876,70.10155083469908,0.8470567822419447
Potato,2020,Rabi,Tamil Nadu,367.3443564443268,960.5463084471605,11521.52221824077,1370.9969550482203,1339.6830535565407,492.12500914809806,31.36436429774558,0.6403642056314404
Potato,2008,Kharif,Uttar Pradesh,13.51583817130283,1478.9810644361337,1195.6722057158202,57.269703948367805,2995.7535230956405,40.490119819270994,88.46452514165948,0.9859873762907558
Sugarcane,2019,Kharif,Punjab,423.95133037321904,1284.4678909052004,52891.70312578127,5901.989835096479,3728.631598232473,1580.758326542279,124.75890352606955,0.8563119272701336
Rice,2013,Rabi,Rajasthan,216.37757893116435,1197.7630779000883,19113.207651655215,621.8877859667491,3501.3974192011938,757.6238964425814,88.33266249704944,0.7985087186000589
Soybean,2015,Rabi,Rajasthan,344.77367715999463,277.6528006452538,21616.154130713625,2490.6267982280287,770.7017909737499,265.71769046781327,62.69664873714387,0.18510186709683588
Cotton,2009,Rabi,Andhra Pradesh,447.191085830165,1067.9317077818957,39939.46155833511,3775.632715311805,4493.254871937792,2009.3435250935402,89.3118463758989,0.7119544718545971
Rice,2009,Kharif,Madhya Pradesh,392.5133720618496,490.72827375157874,190128.68520945736,10392.362241035506,2281.9938125185877,895.7130863759471,484.387790945115,0.3271521825010525
Groundnut,2010,Whole Year,Bihar,22.00273969705345,556.8279991483189,6495.093430546453,327.76308338409535,5199.451648924466,114.40218119870036,295.19475846984,0.37121866609887927
Groundnut,2005,Rabi,Punjab,68.49681730269498,887.4859044246768,28968.56642268662,2443.3113073834293,7269.935788430422,497.96746350244234,422.91842983990534,0.5916572696164513
Rice,2005,Rabi,Rajasthan,364.81089418181887,1708.5378515895259,74039.10828991797,5875.056108643701,12000.0,4377.730730181826,202.9520210901856,1.1390252343930172
Sugarcane,2019,Rabi,Uttar Pradesh,310.9510287488618,1214.4258529629644,10651.469772006056,1191.8320452748164,1991.829114120413,619.3613121276765,34.25449278898726,0.8096172353086429
Cotton,2013,Kharif,Andhra Pradesh,94.8726605692742,1244.0707987222752,22690.93000610038,2192.4955327216335,6815.036312441838,646.5606268375726,239.1724852022243,0.8293805324815168
Cotton,2007,Kharif,Maharashtra,592.9837763788914,1396.6920473578443,192236.34809765243,14232.503936339546,6020.648462660699,3570.1468616383086,324.18483566542227,0.9311280315718963
Soybean,2008,Whole Year,Andhra Pradesh,179.87997034556076,656.393864397326,104093.37359249071,11737.213242474645,4592.6391472498335,826.1237936151615,578.6824035634472,0.4375959095982173
Cotton,2005,Rabi,Rajasthan,708.3027566371774,340.61558648564403,187286.07170450196,14846.74058622283,1906.6147915937931,1350.460512731101,264.41527997672017,0.22707705765709602
Groundnut,2013,Kharif,Maharashtra,1045.264846311947,260.7077306660192,168819.69612451943,17720.747498275163,1898.1503389581749,1984.0698223280867,161.50901536598428,0.17380515377734612
Maize,2019,Whole Year,Gujarat,341.7100128979375,1153.9819835168641,32252.51144623809,3357.3014801663544,5007.854810902788,1711.2341320245898,94.38562005460263,0.7693213223445761
Sugarcane,2012,Rabi,Karnataka,476.5930481412088,1494.0110489975252,129233.18941527474,14463.712119922711,10219.003230941558,4870.305898799298,271.1604584231881,0.9960073659983502
Cotton,2006,Kharif,Andhra Pradesh,117.90130807686211,1460.7374009612308,4377.527758747983,117.14353202216263,2477.298225704864,292.076701307093,37.128746323104316,0.9738249339741539
Soybean,2012,Rabi,Uttar Pradesh,713.8350029805075,676.0284682600056,135311.3919713748,10605.973032441927,3194.10067614603,2280.060865676742,189.55555752576302,0.45068564550667045
Groundnut,2019,Rabi,Uttar Pradesh,317.9039342595166,1659.9729897937532,25877.578878426026,1729.638199978438,5749.683729457866,1827.8470783425855,81.40062481045364,1.106648659862502
Maize,2020,Kharif,Bihar,171.80270481245896,1969.369009561643,192301.18923360255,13279.212155646292,5585.830594897798,959.6608048276283,1119.3140960354488,1.3129126730410954
Wheat,2011,Kharif,Madhya Pradesh,56.67980645606023,1323.4342917066629,6049.823102507371,399.23424153710874,6563.2912422290965,372.0060773243003,106.73683417033831,0.8822895278044419
Wheat,2015,Kharif,Andhra Pradesh,136.65648347219408,1719.2758322728057,16977.556117587956,1761.3648939795987,3134.5366555845367,428.3547566668747,124.23527728958744,1.1461838881818704
Maize,2010,Rabi,Rajasthan,64.62681038898748,1442.9200220287703,7485.859527283361,388.0915844385708,9265.874124337615,598.8238901217925,115.83210562653676,0.9619466813525135
Groundnut,2005,Rabi,Karnataka,610.2005579943892,946.6279829496983,54526.93230379644,3613.7783362294795,3097.739992179915,1890.2426717497192,89.35903382818246,0.6310853219664655
Soybean,2019,Whole Year,Punjab,1058.4024117850638,750.93818283129,172677.32810619636,6918.879092695587,4480.886575406066,4742.581158345096,163.14903120351448,0.50062545522086
Maize,2011,Rabi,Rajasthan,734.7446608974053,324.1148308458853,109573.39654532072,4949.612388283129,2014.308534664809,1480.0024412450446,149.13125930236708,0.21607655389725688
Sugarcane,2014,Kharif,Uttar Pradesh,4833.007847291067,849.8568383998129,2000000.0,100000.0,2822.7950564304347,13642.590659022722,413.8209709551813,0.5665712255998753
Sugarcane,2011,Rabi,Gujarat,140.82411413225975,943.4258434654923,40604.39234101928,1286.8991183698938,7363.588739095306,1036.97086101738,288.3340867522467,0.6289505623103282
Wheat,2017,Whole Year,Rajasthan,500.63976667161995,953.3726727942714,88913.64629742164,3448.2651329206246,6280.6826292395435,3144.3594860409817,177.6000474124181,0.6355817818628475
Cotton,2018,Whole Year,Tamil Nadu,59.2860505152332,999.3383409597237,3925.412800449854,285.78361793111077,2105.212547188775,124.80973741793646,66.21140666877855,0.6662255606398159
Soybean,2013,Kharif,Uttar Pradesh,193.11758103806469,200.0,13920.883113532358,339.3535828504966,1675.2963049834555,323.5291699404128,72.08501182908077,0.13333333333333333
Wheat,2005,Kharif,Andhra Pradesh,41.56177810546432,1400.563292090871,27660.33051849999,904.2908859389485,4068.1480462215095,169.0794663972366,665.5232711245181,0.9337088613939141
Cotton,2006,Whole Year,Gujarat,483.87817997304677,1452.7890762289503,96312.12366805339,10241.377976055353,10080.777805131218,4877.868417059579,199.04208880305,0.9685260508193002
Cotton,2015,Whole Year,Tamil Nadu,159.71803901906208,1216.9640471937075,118391.6138143274,12385.500388910874,8301.903872400182,1325.9638066245147,741.2538655085639,0.8113093647958051
Potato,2013,Whole Year,Maharashtra,20.790612654896123,523.794541305388,1130.7173043855485,61.93799209055387,1275.6456876550615,26.521455376924987,54.38595404350762,0.3491963608702586
Sugarcane,2017,Kharif,Karnataka,107.55236749884546,1215.143590447962,76588.63657341916,4196.990769375825,7211.861249896831,775.652751499587,712.1055384879494,0.810095726965308
Groundnut,2013,Whole Year,Uttar Pradesh,2104.2979880469434,1060.1745107165495,139589.60219994377,15864.573945685264,2037.4027603837278,4287.302529516767,66.33547291916612,0.7067830071443664
Rice,2017,Whole Year,Andhra Pradesh,400.42074816846304,1263.5172133127369,39095.40929021679,882.935176658952,7920.722809164945,3171.6217532808378,97.63582299129206,0.842344808875158
Groundnut,2010,Kharif,Tamil Nadu,615.7932016403192,1748.0051652598863,95270.08809454206,7433.882227140965,11733.854527167365,7225.627846866146,154.71117225842434,1.1653367768399243
Rice,2010,Rabi,Tamil Nadu,284.4775485992286,969.6889525134977,89090.72700367495,7104.010639261974,3859.068365943708,1097.818308620497,313.1731394704395,0.6464593016756651
Maize,2008,Rabi,Madhya Pradesh,196.78845004215736,1131.6864735359914,39932.14944973313,3944.845400615665,6392.695999706297,1258.0087373729018,202.9191725488899,0.7544576490239943
Sugarcane,2008,Whole Year,Tamil Nadu,249.30943021061074,661.0373239084122,5548.829336795097,639.0867050865332,874.6358358525008,218.05496187816826,22.256796833186684,0.4406915492722748
Cotton,2009,Rabi,Karnataka,328.4942286814614,1464.7543437649053,35810.20947813534,1990.430232574865,7744.95656934367,2544.173534417966,109.01320739141586,0.9765028958432702
Soybean,2007,Rabi,Gujarat,65.62896021857114,1366.2315022242415,3684.788403024754,235.02813860516707,2677.746893019879,175.7377443174041,56.14576843443671,0.9108210014828276
Rice,2005,Rabi,Gujarat,611.3529297772203,1147.4522462122316,16617.11283292065,1447.8465161956103,1252.4283963245075,765.6757694291733,27.180883616564984,0.7649681641414877
Groundnut,2019,Rabi,Tamil Nadu,940.2943742977886,576.0911026924616,108541.38532647751,12669.727894152182,915.7214372260934,861.0477158475811,115.43340925285888,0.38406073512830774
Cotton,2005,Whole Year,Andhra Pradesh,193.27087912333945,742.5135020187092,2730.2302807639053,297.8114314197692,1337.2121725463821,258.44417216246995,14.12644415520849,0.49500900134580617
Rice,2016,Rabi,Uttar Pradesh,130.62772509334593,225.93361298471984,51521.739075556914,4467.207859915723,2441.509969436331,318.92889310019245,394.41656844854134,0.15062240865647988
Rice,2020,Rabi,Andhra Pradesh,100.45493313678368,737.2038020655627,26985.189109858922,2851.588541838809,4890.320048037238,491.2567734430535,268.6298050999123,0.4914692013770418
Potato,2019,Kharif,Bihar,2020.4184537734018,1369.2153275625358,1618217.2614665434,46152.273311526405,12000.0,24245.02144528082,800.9317369103941,0.9128102183750239
Rice,2017,Whole Year,Uttar Pradesh,142.20575574660256,1228.0928119161315,8827.60981684038,509.46514662820914,4296.307425968647,610.9596444296122,62.07631871504808,0.818728541277421
Soybean,2011,Kharif,Maharashtra,535.9158631730838,1121.8595825445161,31826.31515607941,678.1948925507006,1095.8734964877206,587.2959907987223,59.38677569206516,0.7479063883630107
Sugarcane,2020,Kharif,Karnataka,194.90486455173905,1717.934590913243,84796.63415681645,3200.837529216846,11341.001485568222,2210.416358425746,435.06679195432037,1.1452897272754954
Soybean,2005,Whole Year,Andhra Pradesh,182.66318413403118,1187.0383871985555,80359.2799202225,6673.778500091913,3532.829435764031,645.3178737390907,439.93145253209843,0.791358924799037
Wheat,2005,Rabi,Madhya Pradesh,97.73897059905408,790.2803230997274,38269.14206720487,4154.351200136929,3520.966204448013,344.13561233680736,391.5443536252595,0.5268535487331516
Cotton,2007,Kharif,Gujarat,76.37386868042935,735.0291558300786,30883.536000595763,2571.9200684218913,6167.96349905086,471.07123430219195,404.37307333247094,0.4900194372200524
Sugarcane,2014,Whole Year,Tamil Nadu,594.6095147058912,945.7282648898646,105388.43596848099,9107.01635583967,5043.828956046,2999.108687814034,177.2397403035314,0.6304855099265764
Potato,2019,Rabi,Uttar Pradesh,74.32839339126498,847.4122485147601,6667.515539519909,202.57352742876097,4011.572333458599,298.17372651882556,89.70347985892926,0.56494149900984
Sugarcane,2008,Whole Year,Tamil Nadu,426.24874636341076,1478.8416727602555,91081.23165313674,7877.255872052711,8968.458928531089,3822.7943750981144,213.68093731701626,0.985894448506837
Sugarcane,2020,Kharif,Maharashtra,272.7895743856991,1239.6512322285857,20968.952455488186,1372.096520591933,2200.029908160682,600.1452222829611,76.86859918568602,0.8264341548190571
Groundnut,2020,Rabi,Bihar,603.7536444925119,906.1471016432399,79519.24361997002,6770.58832029987,3629.8684201769893,2191.5462877101336,131.70809707792375,0.6040980677621599
Sugarcane,2020,Rabi,Tamil Nadu,117.69014810139659,923.2782884547797,7885.736419941471,414.9262453013212,1290.0428914728427,151.82533895459272,67.00421868062797,0.6155188589698531
Potato,2008,Whole Year,Andhra Pradesh,894.4177964324316,1366.4587779700855,203827.51820358433,15928.834000019504,5945.035101982296,5317.345195628462,227.88848680850504,0.9109725186467237
Soybean,2006,Rabi,Uttar Pradesh,206.5559461744521,1504.9239486238416,99608.4358327299,6216.256650856647,9986.231882820548,2062.7155752734784,482.23465689340674,1.0032826324158943
Sugarcane,2005,Kharif,Madhya Pradesh,5486.433378606505,220.46925668536824,632975.0524576386,48019.832996031604,2513.974047317014,13792.751126150555,115.37095391075492,0.14697950445691216
Maize,2007,Kharif,Maharashtra,35.26843594400277,972.9543732980497,3302.572257136058,114.62882139787148,3688.9474773877214,130.10340780703945,93.64101834228475,0.6486362488653665
Cotton,2015,Kharif,Rajasthan,4513.019342151476,1091.171141880453,648018.6418243092,38610.56124062409,7721.045770570417,34845.22890422114,143.58871360728128,0.727447427920302
Sugarcane,2008,Whole Year,Karnataka,210.26335203052662,1296.6622712621536,13486.855281982755,774.5213141954566,5457.811991458536,1147.5778440764757,64.1426817928057,0.864441514174769
Cotton,2007,Rabi,Bihar,319.6934353465883,1100.8465954430887,75285.41683038522,7049.685180503544,7345.440404175918,2348.2890769446312,235.492532865951,0.7338977302953925
Maize,2012,Rabi,Andhra Pradesh,118.4928572122999,1233.239962112916,21075.021386294346,1910.2599891617642,4980.06023939598,590.1015668553998,177.8590024927401,0.8221599747419439
Maize,2018,Rabi,Karnataka,37.23847304097062,943.3683870251343,4586.102084498089,508.5339125460176,4959.109106728056,184.6696507781246,123.15494460399478,0.6289122580167562
Cotton,2014,Kharif,Madhya Pradesh,129.7907935223763,687.362570135959,30253.504877242332,2517.2597919276473,4421.974084321346,573.9315253394508,233.09438255361727,0.4582417134239727
Rice,2005,Rabi,Karnataka,157.77589153898984,1402.887794993505,7275.659876403308,374.3669906756858,2341.1936599327883,369.38391696132624,46.11388853794139,0.9352585299956699
Wheat,2018,Kharif,Gujarat,304.71047250117346,1417.1576950430176,191214.31767896106,18800.663310567015,12000.0,3656.5256700140817,627.5278828108695,0.9447717966953451
Groundnut,2006,Rabi,Uttar Pradesh,939.5170945073063,1343.3251794760736,55341.91040018323,3857.3181137576803,3778.3758930663603,3549.8487410101557,58.90463379935112,0.8955501196507157
Rice,2017,Kharif,Karnataka,307.62357361303435,1423.405866348114,26654.747854857967,1048.8462311916605,4106.836098804027,1263.3595969571072,86.64728629798537,0.9489372442320759
Rice,2011,Rabi,Andhra Pradesh,314.1184411621631,612.7225978851898,72558.109066986,6874.238465019299,4131.021146563319,1297.6299229664016,230.98965090536663,0.4084817319234598
Soybean,2008,Whole Year,Rajasthan,388.0915478349619,821.6541992234861,91474.4605768804,3041.813004829363,4428.9597397656935,1718.841840704398,235.70330528244443,0.5477694661489907
Groundnut,2012,Whole Year,Gujarat,29.787348853712643,1553.9399834710857,25175.890221836715,952.0346754474406,5789.171313918565,172.4440655015983,845.1873426358599,1.0359599889807238
Groundnut,2015,Kharif,Gujarat,33.28046530702975,1210.304905290438,1639.7930753522828,157.21613324009033,1321.339990434675,43.97480971045223,49.27193956647936,0.806869936860292
Rice,2017,Kharif,Karnataka,40.59371344501854,1075.275265410203,2813.5724115736716,272.95723464735556,2042.233896770988,82.90185759322506,69.3105452248035,0.7168501769401353
Sugarcane,2007,Rabi,Bihar,156.3459797462322,936.6482621254066,6328.252193870076,626.9913737955652,1919.5209223205786,300.1093792436021,40.47595086321739,0.6244321747502711
Soybean,2010,Rabi,Punjab,25.89220236354592,1620.5544578268987,5062.186886278813,249.7303975496187,8631.015373898515,223.4759966638563,195.51009277626974,1.0803696385512658
Soybean,2013,Whole Year,Bihar,106.93861158608505,253.304743858699,9231.872819284637,984.6599757098037,1001.7356860985901,107.12422344761754,86.32871403845586,0.16886982923913266
Maize,2005,Rabi,Tamil Nadu,47.37529574505464,1182.332833268525,3239.835488569661,298.92929710623406,4557.82219894436,215.92817462836433,68.38660186955893,0.7882218888456833
Potato,2005,Kharif,Andhra Pradesh,439.3333706960321,1020.0248897975227,62825.37164780042,6495.938677677643,5872.046166327307,2579.785835135289,143.00159249971549,0.6800165931983485
Groundnut,2012,Kharif,Punjab,413.7188987534184,486.3677135065474,24532.308356741916,2229.018992643767,400.0,165.48755950136737,59.29704548344425,0.32424514233769824
Rice,2007,Kharif,Uttar Pradesh,170.5838820058784,1777.488530545003,69139.08566223741,5390.0586343240175,12000.0,2047.0065840705408,405.3084315425232,1.1849923536966687
Maize,2009,Kharif,Gujarat,25.02929398263978,200.0,2303.198780127197,71.25976604670142,1573.8694565924864,39.39284131935085,92.02012576641941,0.13333333333333333
Cotton,2005,Kharif,Andhra Pradesh,184.09046762934736,1104.5646375444123,16454.354840737913,1498.8867668735013,2788.6944829677986,513.3720714449231,89.38189495975179,0.7363764250296082
Wheat,2009,Whole Year,Madhya Pradesh,362.98130750098636,1287.8078513206692,7406.842334665014,659.5502569022315,2011.411027108452,730.1046045417278,20.40557511255559,0.8585385675471128
Potato,2015,Whole Year,Tamil Nadu,647.3402213226797,611.2226735608144,25712.62706168432,1317.7493382624991,786.803269058612,509.3294023298098,39.72042245289027,0.4074817823738763
Potato,2020,Kharif,Rajasthan,2006.376329308512,1174.7671324647733,170863.73672225283,15989.7662637828,1776.0800896928438,3563.4850509158605,85.16036310154247,0.7831780883098489
Potato,2010,Rabi,Tamil Nadu,936.5452290055375,948.9830304914574,127124.11886479547,9540.087385303108,4867.890077113639,4558.999227044176,135.7372980264724,0.6326553536609716
Soybean,2012,Kharif,Andhra Pradesh,298.1902885448111,1494.6221915760038,98484.4807312905,7478.972906705076,12000.0,3578.283462537733,330.27393753130417,0.9964147943840026
Cotton,2017,Whole Year,Uttar Pradesh,173.76614337351668,2631.154340879457,8281.735563926994,470.0751854550993,3947.8511696517994,686.0028723630201,47.66023693191544,1.754102893919638
Potato,2020,Kharif,Gujarat,100.33143789099704,1202.367187405147,26083.09375342525,826.2733932957476,3505.0687690930313,351.66858950993094,259.9693007665521,0.8015781249367646
Cotton,2020,Whole Year,Maharashtra,1244.8798211812907,1321.82144672035,371838.4673440813,15503.003876502074,9031.676847753057,11243.352259198029,298.6942683280355,0.8812142978135666
Sugarcane,2018,Whole Year,Maharashtra,298.84011431568393,611.1798242086248,75519.20974860972,7316.540083937812,4172.04101068224,1246.7732125620023,252.70773945974986,0.40745321613908325
Potato,2007,Kharif,Andhra Pradesh,521.470679997465,1146.6595567406866,150121.3487594483,7077.344142183926,4511.5309273041785,2352.631100490904,287.88070838455974,0.7644397044937911
Wheat,2007,Kharif,Karnataka,120.51043111872478,882.1447568325862,7567.6460189393,153.05795214612044,1078.6609316531299,129.98989390444402,62.79660564390303,0.5880965045550575
Cotton,2016,Rabi,Bihar,55.19702855938586,1400.4648458375502,14472.090909919245,1732.3344939372882,9641.27504177893,532.1697338299657,262.1896737493556,0.9336432305583668
Cotton,2020,Whole Year,Tamil Nadu,151.3499549892735,408.2823018073241,88842.38153173248,3648.598770803883,2513.78940792862,380.4619137425091,586.9997221870924,0.27218820120488274
Wheat,2015,Rabi,Uttar Pradesh,170.11693967893305,566.9200288965189,75229.31038594896,6434.988440528125,3482.86471872304,592.4942872648916,442.2211599146538,0.3779466859310126
Potato,2015,Kharif,Tamil Nadu,308.00835843242504,1581.0086907131877,266584.71620015264,30042.01827693318,12000.0,3696.1003011891003,865.5113048129814,1.0540057938087917
Wheat,2014,Whole Year,Madhya Pradesh,100.9958405398264,1144.4946873362235,17338.821065710355,1386.6076009787741,9179.525197410137,927.0938630689527,171.67856589968193,0.762996458224149
Cotton,2013,Rabi,Maharashtra,252.13479267070767,1645.7210757244088,14969.710374416252,1495.519896298925,3768.931965921032,950.278879817502,59.37185509326731,1.0971473838162726
Wheat,2008,Rabi,Gujarat,1005.5074568290387,1213.6850898721211,11007.537010105527,1294.8955159119284,1763.327635154121,1773.0390859801832,10.947245527963382,0.8091233932480808
Cotton,2019,Rabi,Madhya Pradesh,32.866242545281466,1279.4006088122028,1753.3141373413837,185.91501854024364,2458.3124504495713,80.79549324856083,53.34696033249786,0.8529337392081352
Cotton,2008,Kharif,Gujarat,19.292509073318143,910.7234777580921,1493.852605790159,113.21969978111863,2353.3351681101635,45.40174008332401,77.43174307255772,0.6071489851720614
Sugarcane,2016,Kharif,Tamil Nadu,1091.2691092515854,962.867688169359,112780.60137190881,6357.475549487584,3824.366541566867,4173.413069267242,103.34811130982717,0.6419117921129059
Rice,2011,Kharif,Uttar Pradesh,42.2518546702851,1483.9878561541573,3423.0739159185114,233.61262544748448,4809.925873836843,203.22828899619833,81.0159445693136,0.9893252374361049
Cotton,2006,Whole Year,Maharashtra,155.0757395342591,985.544006138898,34474.30952422604,3591.62377926392,8448.683976950064,1310.1859158167765,222.3062719401704,0.657029337425932
Potato,2012,Kharif,Tamil Nadu,507.84466210927087,1582.5909501458714,66046.12400924054,6956.998920771441,8261.341752668874,4195.4783109533355,130.05182280527674,1.055060633430581
Maize,2010,Whole Year,Maharashtra,227.9049366736358,1000.5658629877053,24289.272619941952,2540.305533007052,4985.942665213619,1136.3209473738887,106.57633386294151,0.6670439086584702
Soybean,2007,Rabi,Andhra Pradesh,224.0915211999379,519.1622545448922,67604.65549384501,5389.608109920084,1559.4868765247334,349.4677864517672,301.6832369731968,0.3461081696965948
Groundnut,2013,Rabi,Rajasthan,266.9005127077805,478.15959528523615,28486.398720919915,1928.4036189729632,855.4965363989825,228.33246418461883,106.73040089701372,0.3187730635234908
Rice,2009,Kharif,Rajasthan,5026.388027454259,972.7187959972196,1448340.5968714214,74059.16653686632,10000.218911557848,50264.98060897603,288.1473911207309,0.6484791973314797
Rice,2012,Rabi,Gujarat,2072.9955112651514,1462.082918620895,90015.30252895966,1830.5588901749318,2360.402246104954,4893.103260955751,43.422815939443694,0.9747219457472633
Rice,2011,Kharif,Tamil Nadu,106.43448476785703,750.7086233631959,14165.286294350744,1366.2209988429863,3427.856110506526,364.84209898011244,133.08925509665858,0.500472415575464
Sugarcane,2018,Whole Year,Punjab,863.5621669407221,1379.3039188764983,209142.6283957288,9976.067402238123,7132.63366176465,6159.47258094782,242.18595533966354,0.9195359459176655
Cotton,2012,Rabi,Maharashtra,448.8143415890096,1095.330860842883,10854.35853736399,574.9313785828829,2115.2135859888904,949.3381929157317,24.184518032410818,0.7302205738952554
Sugarcane,2011,Kharif,Maharashtra,239.02836734253327,1322.794399207921,15332.98918382514,1599.9686334104333,5419.648345806509,1295.449695668791,64.14715271787222,0.8818629328052807
Cotton,2007,Rabi,Punjab,82.31533574110789,919.6407722609019,18371.722012029484,463.4288135869557,4493.420917428737,369.8774514442635,223.18711144920636,0.6130938481739346
Potato,2006,Rabi,Karnataka,420.58291324746443,1132.3544776682943,33011.61952197888,3722.4573347320675,4273.155664100839,1797.2162579674346,78.4901584971317,0.7549029851121962
Sugarcane,2020,Kharif,Tamil Nadu,169.48178228890387,1472.4344287754575,3807.8659765571565,76.67592134277297,3288.5444929783494,557.3483818063304,22.46770080613237,0.9816229525169716
Sugarcane,2011,Rabi,Punjab,155.17102722718897,1042.2728526353058,9754.19206519515,1111.1674340745358,3556.110302254159,551.8052885339673,62.86091056749817,0.6948485684235371
Soybean,2007,Rabi,Rajasthan,97.46705060907532,813.8153490295526,4300.670277831075,281.5900381759971,1002.72065276757,97.73222461006178,44.12435023893739,0.5425435660197018
Maize,2007,Rabi,Maharashtra,812.2337963635772,232.01457562566497,133264.81093419835,4026.231451980091,2068.90680387245,1680.4360276317548,164.0719846069364,0.15467638375044332
Sugarcane,2006,Rabi,Rajasthan,97.38910807448471,1293.6896234049505,19123.31974855414,1671.6867337586484,9456.952852737333,921.0042034305426,196.35994339252318,0.8624597489366337
Soybean,2008,Whole Year,Tamil Nadu,98.10376188396316,702.7554327576247,3645.6003082484144,399.5054523405292,1413.9560052948405,138.71440325784476,37.16065763676239,0.4685036218384165
Wheat,2020,Rabi,Uttar Pradesh,622.3641185740362,815.7528973259625,21285.75337220598,1358.1860612927196,1187.0434440709878,738.7732467783286,34.20144692945347,0.543835264883975
